Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A783480,Daisy,12/01/2018 12:32:00 PM,12/01/2018 12:32:00 PM,10/31/2017,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A637965,Poppies,09/30/2015 01:28:00 PM,09/30/2015 01:28:00 PM,11/24/2011,Return to Owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown/Tan
A805303,Zander,10/01/2019 01:00:00 PM,10/01/2019 01:00:00 PM,09/25/2013,Transfer,Partner,Dog,Intact Male,6 years,Maltese Mix,Tan/White
A702233,Oreo,05/23/2015 11:59:00 AM,05/23/2015 11:59:00 AM,08/11/2014,Euthanasia,Suffering,Cat,Intact Male,9 months,Domestic Medium Hair Mix,Black/White
A805448,Oliver,09/27/2019 01:04:00 PM,09/27/2019 01:04:00 PM,02/27/2010,Return to Owner,,Dog,Neutered Male,9 years,Miniature Schnauzer Mix,Black/White
A820458,Boudreux,08/06/2020 06:02:00 PM,08/06/2020 06:02:00 PM,07/25/2014,Rto-Adopt,,Dog,Neutered Male,6 years,Bullmastiff,Brown Brindle
A773917,Nyxy,06/27/2018 05:08:00 PM,06/27/2018 05:08:00 PM,06/07/2015,Adoption,,Dog,Spayed Female,3 years,Presa Canario Mix,Brown Brindle
A790550,,03/13/2019 03:35:00 PM,03/13/2019 03:35:00 PM,03/12/2005,Euthanasia,Suffering,Other,Unknown,14 years,Raccoon Mix,Gray/Gold
A799985,,07/15/2019 12:56:00 PM,07/15/2019 12:56:00 PM,06/27/2019,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray Tabby
A745280,Bently,03/15/2017 05:33:00 PM,03/15/2017 05:33:00 PM,03/15/2015,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A589272,Keishla,11/12/2014 02:18:00 PM,11/12/2014 02:18:00 PM,11/23/2007,Return to Owner,,Dog,Spayed Female,6 years,Pit Bull Mix,Brown Brindle/White
A690887,*Wally,11/02/2014 04:45:00 PM,11/02/2014 04:45:00 PM,10/27/2013,Adoption,,Dog,Neutered Male,1 year,Manchester Terrier/Beagle,Black/Brown
A777678,Ritz,08/05/2018 04:56:00 PM,08/05/2018 04:56:00 PM,02/01/2018,Adoption,,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,White/Tan
A746050,*Pierre,04/04/2017 05:11:00 PM,04/04/2017 05:11:00 PM,03/28/2016,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/Red
A745665,Daisy,06/20/2017 06:37:00 PM,06/20/2017 06:37:00 PM,03/21/2015,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A796347,*Cosima,06/13/2019 12:35:00 PM,06/13/2019 12:35:00 PM,05/31/2012,Transfer,Partner,Dog,Intact Female,7 years,Chihuahua Shorthair Mix,White/Black
A824027,Sunshine,10/24/2020 11:28:00 AM,10/24/2020 11:28:00 AM,06/05/2013,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair,Black/White
A737860,Rocky,11/06/2016 12:45:00 PM,11/06/2016 12:45:00 PM,11/05/2014,Return to Owner,,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Tan
A669181,,12/18/2013 06:21:00 PM,12/18/2013 06:21:00 PM,10/16/2013,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A772035,Blue,06/13/2019 01:56:00 PM,06/13/2019 01:56:00 PM,04/01/2016,Adoption,Foster,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A765569,Cornbread,01/23/2018 06:48:00 PM,01/23/2018 06:48:00 PM,01/22/2016,Return to Owner,,Dog,Intact Female,2 years,Blue Lacy,Blue/White
A713607,,10/09/2015 02:47:00 PM,10/09/2015 02:47:00 PM,10/09/2013,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A724499,Max,03/27/2019 07:20:00 PM,03/27/2019 07:20:00 PM,04/18/2012,Adoption,,Dog,Neutered Male,6 years,German Shepherd,Sable
A753074,Jett,07/02/2017 12:13:00 PM,07/02/2017 12:13:00 PM,07/01/2016,Died,In Kennel,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A703058,*Cricket,02/13/2016 10:15:00 AM,02/13/2016 10:15:00 AM,05/20/2014,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A791444,,03/25/2019 07:19:00 PM,03/25/2019 07:19:00 PM,03/24/2019,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Orange/White
A688370,,09/18/2014 04:16:00 PM,09/18/2014 04:16:00 PM,09/03/2014,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby/White
A813819,Buddy,02/26/2020 11:32:00 AM,02/26/2020 11:32:00 AM,02/19/2015,Adoption,,Dog,Neutered Male,5 years,Pointer/Labrador Retriever,White/Brown
A677838,Bella,07/22/2014 01:23:00 PM,07/22/2014 01:23:00 PM,04/29/2008,Adoption,Foster,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Calico
A740903,*Bono,12/30/2016 06:25:00 PM,12/30/2016 06:25:00 PM,12/24/2015,Adoption,,Dog,Neutered Male,1 year,Border Collie Mix,White/Black
A791132,,03/25/2019 12:13:00 PM,03/25/2019 12:13:00 PM,03/21/2018,Disposal,,Other,Unknown,1 year,Raccoon Mix,Black/Gray
A757543,079,10/03/2017 01:49:00 PM,10/03/2017 01:49:00 PM,09/03/2016,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Gray/White
A821956,*194 Grams,08/24/2020 11:31:00 AM,08/24/2020 11:31:00 AM,08/18/2020,Transfer,Partner,Cat,Intact Male,6 days,Domestic Longhair,Blue Tabby
A817732,Onyx,06/14/2020 07:17:00 PM,06/14/2020 07:17:00 PM,05/26/2017,Adoption,,Dog,Spayed Female,3 years,American Pit Bull Terrier,Chocolate/White
A617461,Tank,02/01/2014 12:21:00 PM,02/01/2014 12:21:00 PM,01/07/2011,Return to Owner,,Dog,Neutered Male,3 years,Irish Wolfhound/American Pit Bull Terrier,Blue/Brown
A633362,Diamond,10/06/2019 02:28:00 PM,10/06/2019 02:28:00 PM,04/12/2012,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico
A609637,Cinnamon,03/24/2015 06:25:00 PM,03/24/2015 06:25:00 PM,09/11/2007,Return to Owner,,Dog,Spayed Female,7 years,Rottweiler Mix,Black/Tan
A680468,,06/04/2014 06:51:00 PM,06/04/2014 06:51:00 PM,06/03/2012,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Longhair Mix,Orange Tabby
A798329,*Baby Blue,07/01/2019 11:53:00 AM,07/01/2019 11:53:00 AM,07/24/2018,Adoption,,Dog,Neutered Male,11 months,Pit Bull Mix,Black/White
A786062,,12/18/2018 01:28:00 PM,12/18/2018 01:28:00 PM,12/15/2016,Transfer,Partner,Cat,Intact Female,2 years,Siamese Mix,White/Seal Point
A733319,Loki,09/11/2016 02:54:00 PM,09/11/2016 02:54:00 PM,08/20/2015,Adoption,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Blue/White
A704202,,06/07/2015 06:32:00 PM,06/07/2015 06:32:00 PM,03/26/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A743028,*Billy,02/06/2017 06:10:00 PM,02/06/2017 06:10:00 PM,02/02/2016,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/Tan
A670474,,01/09/2014 06:34:00 PM,01/09/2014 06:34:00 PM,01/08/2013,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A674552,,03/14/2014 09:59:00 PM,03/14/2014 09:59:00 PM,02/14/2014,Euthanasia,Suffering,Other,Unknown,4 weeks,Skunk,Black/White
A778851,,08/25/2018 04:45:00 PM,08/25/2018 04:45:00 PM,04/21/2018,Adoption,,Dog,Spayed Female,4 months,Great Pyrenees Mix,White
A736626,Curry,05/16/2017 04:51:00 PM,05/16/2017 04:51:00 PM,05/14/2016,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black
A774454,Georgia,07/02/2018 07:37:00 PM,07/02/2018 07:37:00 PM,12/15/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A748253,Cocoa,01/14/2018 05:00:00 PM,01/14/2018 05:00:00 PM,05/01/2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White
A799718,,07/11/2019 01:53:00 PM,07/11/2019 01:53:00 PM,07/10/2019,Transfer,Partner,Other,Unknown,1 day,Guinea Pig,Black/White
A685025,Diggy,10/12/2017 11:15:00 AM,10/12/2017 11:15:00 AM,08/01/2009,Return to Owner,,Dog,Spayed Female,8 years,Australian Cattle Dog Mix,Blue Merle
A793460,Olive,06/09/2019 06:41:00 PM,06/09/2019 06:41:00 PM,11/25/2017,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Black/White
A724345,Prieta,05/04/2016 02:46:00 PM,05/04/2016 02:46:00 PM,04/16/2015,Transfer,Partner,Dog,Intact Female,1 year,German Shepherd Mix,Black/Tan
A721542,Bella,04/02/2016 01:26:00 PM,04/02/2016 01:26:00 PM,02/29/2008,Adoption,,Dog,Spayed Female,8 years,Queensland Heeler Mix,White/Tan
A698154,,03/06/2015 04:50:00 PM,03/06/2015 04:50:00 PM,03/06/2013,Euthanasia,Suffering,Dog,Intact Male,2 years,Chihuahua Shorthair/Cairn Terrier,Black/White
A757504,Brownie,09/07/2017 05:39:00 PM,09/07/2017 05:39:00 PM,09/03/2016,Return to Owner,,Dog,Intact Male,1 year,Dachshund Wirehair Mix,Brown
A749580,,05/18/2017 03:33:00 PM,05/18/2017 03:33:00 PM,04/24/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Blue Tabby
A820806,,08/02/2020 11:32:00 AM,08/02/2020 11:32:00 AM,07/29/2018,Died,Enroute,Cat,Unknown,2 years,Domestic Shorthair,Gray Tabby/Black
A660752,*Zeek,10/10/2013 01:18:00 PM,10/10/2013 01:18:00 PM,07/11/2013,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A795909,,05/25/2019 06:30:00 PM,05/25/2019 06:30:00 PM,05/03/2019,Transfer,Partner,Dog,Unknown,3 weeks,Chihuahua Shorthair,Brown/Black
A699947,Daisy,04/07/2015 11:59:00 AM,04/07/2015 11:59:00 AM,04/06/2006,Return to Owner,,Dog,Intact Female,9 years,German Shorthair Pointer/Brittany,Brown/White
A683259,X,07/23/2014 01:45:00 PM,07/23/2014 01:45:00 PM,07/09/2004,Euthanasia,Medical,Dog,Intact Female,10 years,Labrador Retriever Mix,Black/White
A669779,*Bingo,03/01/2014 01:00:00 PM,03/01/2014 01:00:00 PM,12/27/2012,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White
A682618,,06/30/2014 04:00:00 PM,06/30/2014 04:00:00 PM,12/30/2008,Euthanasia,Aggressive,Dog,Neutered Male,5 years,Australian Cattle Dog,Blue Merle
A749757,Molly,05/19/2017 03:50:00 PM,05/19/2017 03:50:00 PM,05/19/2010,Return to Owner,,Dog,Spayed Female,7 years,Maltese/Border Collie,White/Gray
A734914,,09/19/2016 11:40:00 AM,09/19/2016 11:40:00 AM,09/15/2004,Return to Owner,,Cat,Spayed Female,12 years,Siamese Mix,Seal Point
A801653,*Devereaux,08/17/2019 06:56:00 PM,08/17/2019 06:56:00 PM,04/07/2019,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A684921,,08/06/2014 03:27:00 PM,08/06/2014 03:27:00 PM,09/30/2013,Adoption,,Dog,Spayed Female,10 months,Irish Terrier/Labrador Retriever,Brown/White
A716528,Milo,11/20/2015 06:26:00 PM,11/20/2015 06:26:00 PM,11/20/2013,Return to Owner,,Dog,Neutered Male,2 years,Cavalier Span Mix,Liver
A824995,Irwin,10/26/2020 02:49:00 PM,10/26/2020 02:49:00 PM,10/26/2012,Return to Owner,,Dog,Neutered Male,8 years,Australian Shepherd,Blue Merle/White
A761847,Jack,11/19/2017 03:57:00 PM,11/19/2017 03:57:00 PM,11/10/2010,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Brown Tabby/White
A729227,,06/22/2016 12:00:00 AM,06/22/2016 12:00:00 AM,06/02/2016,Return to Owner,,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown/White
A751669,*Batman,08/05/2017 03:34:00 PM,08/05/2017 03:34:00 PM,03/27/2017,Adoption,Foster,Dog,Neutered Male,4 months,Labrador Retriever Mix,Black
A808056,*Cobra,12/31/2019 08:18:00 AM,12/31/2019 08:18:00 AM,10/03/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A684029,*Jack,08/30/2014 06:42:00 PM,08/30/2014 06:42:00 PM,06/11/2014,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A796685,Swayze,11/08/2019 01:01:00 PM,11/08/2019 01:01:00 PM,06/04/2010,Adoption,Foster,Dog,Neutered Male,9 years,Labrador Retriever/Australian Cattle Dog,White
A767039,Coconut,03/11/2018 05:26:00 PM,03/11/2018 05:26:00 PM,03/21/2017,Adoption,,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Black Smoke
A757621,120,10/04/2017 05:35:00 PM,10/04/2017 05:35:00 PM,11/01/2016,Transfer,Partner,Dog,Intact Female,11 months,Pit Bull Mix,White/Gray
A806348,*Mocha,12/10/2019 08:17:00 AM,12/10/2019 08:17:00 AM,09/01/2019,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A823565,,09/26/2020 04:06:00 PM,09/26/2020 04:06:00 PM,09/11/2020,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray Tabby
A668183,Nacha,11/01/2015 04:49:00 PM,11/01/2015 04:49:00 PM,07/29/2013,Return to Owner,,Dog,Spayed Female,2 years,Dachshund Mix,Black/White
A696652,Archie,05/01/2016 05:59:00 PM,05/01/2016 05:59:00 PM,11/24/2014,Return to Owner,,Dog,Neutered Male,1 year,Great Pyrenees/Labrador Retriever,Cream
A732966,*Candace,08/26/2016 12:16:00 PM,08/26/2016 12:16:00 PM,08/16/2014,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Tan
A800313,,07/22/2019 05:46:00 PM,07/22/2019 05:46:00 PM,11/19/2018,Transfer,Snr,Cat,Intact Female,8 months,Domestic Shorthair Mix,Black
A721449,Bentley,02/29/2016 12:40:00 PM,02/29/2016 12:40:00 PM,02/27/2013,Return to Owner,,Dog,Neutered Male,3 years,Jack Russell Terrier Mix,White
A686406,,08/25/2014 05:12:00 PM,08/25/2014 05:12:00 PM,08/21/2013,Adoption,,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black
A797298,*Jasper,09/27/2019 05:58:00 PM,09/27/2019 05:58:00 PM,06/11/2018,Adoption,,Dog,Neutered Male,1 year,Pharaoh Hound,Brown
A749785,,05/26/2017 09:54:00 AM,05/26/2017 09:54:00 AM,04/27/2017,Transfer,Partner,Dog,Intact Male,4 weeks,Labrador Retriever Mix,Brown/White
A784383,#2,12/16/2018 10:16:00 AM,12/16/2018 10:16:00 AM,11/15/2018,Transfer,Partner,Dog,Intact Female,4 weeks,Pit Bull Mix,Black/White
A760165,,10/13/2017 12:00:00 AM,10/13/2017 12:00:00 AM,10/06/2017,Transfer,Partner,Cat,Intact Female,1 week,American Shorthair Mix,Gray/Gray
A676163,,04/07/2014 01:08:00 PM,04/07/2014 01:08:00 PM,04/05/2004,Transfer,Partner,Dog,Spayed Female,10 years,Greyhound,Yellow Brindle
A708068,,07/22/2015 02:49:00 PM,07/22/2015 02:49:00 PM,07/04/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A715361,,11/13/2015 05:49:00 PM,11/13/2015 05:49:00 PM,08/21/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A741433,Shayla,10/04/2017 03:41:00 PM,10/04/2017 03:41:00 PM,08/02/2016,Return to Owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A674806,Martha,03/19/2014 03:06:00 PM,03/19/2014 03:06:00 PM,03/18/2012,Return to Owner,,Dog,Spayed Female,2 years,Labrador Retriever/Australian Shepherd,Black/White
A763823,,12/18/2017 04:01:00 PM,12/18/2017 04:01:00 PM,10/16/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A697466,,02/25/2015 09:00:00 AM,02/25/2015 09:00:00 AM,06/24/2014,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Brown Tabby
A685668,,08/11/2014 08:51:00 AM,08/11/2014 08:51:00 AM,08/10/2009,Died,In Kennel,Other,Unknown,5 years,Bat,Gray
A666760,Amy,07/27/2016 03:03:00 PM,07/27/2016 03:03:00 PM,11/06/2012,Return to Owner,,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/White
A722875,,03/23/2016 03:28:00 PM,03/23/2016 03:28:00 PM,03/23/2014,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A741433,Shayla,01/19/2017 06:01:00 PM,01/19/2017 06:01:00 PM,08/02/2016,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black/White
A760350,*John,10/24/2017 06:35:00 PM,10/24/2017 06:35:00 PM,09/10/2017,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A713085,Maggie,10/03/2015 04:27:00 PM,10/03/2015 04:27:00 PM,04/02/2014,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A668272,Sandy,12/09/2013 03:52:00 PM,12/09/2013 03:52:00 PM,12/01/2009,Transfer,Partner,Dog,Spayed Female,4 years,Dachshund Mix,Cream/White
A754589,,07/23/2017 08:50:00 AM,07/23/2017 08:50:00 AM,07/22/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A751639,,06/10/2017 04:09:00 PM,06/10/2017 04:09:00 PM,05/10/2017,Transfer,Partner,Other,Unknown,4 weeks,Rabbit Sh Mix,Black
A678174,Scarlet Rose,06/12/2015 06:12:00 PM,06/12/2015 06:12:00 PM,05/05/2012,Return to Owner,,Dog,Intact Female,3 years,Pit Bull Mix,Red/White
A505412,Sneakers,10/18/2013 11:43:00 AM,10/18/2013 11:43:00 AM,04/03/2005,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,White/Black
A743892,,06/17/2017 12:08:00 PM,06/17/2017 12:08:00 PM,12/19/2016,Adoption,Foster,Other,Neutered Male,5 months,Rabbit Sh Mix,White/Brown
A732390,*Francine,08/21/2016 06:41:00 PM,08/21/2016 06:41:00 PM,08/06/2014,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A710546,*Jasper,10/09/2015 12:55:00 PM,10/09/2015 12:55:00 PM,07/18/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A742313,*Oona,01/29/2017 02:57:00 PM,01/29/2017 02:57:00 PM,01/19/2015,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A666853,King,12/14/2013 05:52:00 PM,12/14/2013 05:52:00 PM,12/13/2007,Adoption,,Dog,Neutered Male,6 years,Anatol Shepherd Mix,White/Tan
A810156,,12/12/2019 04:54:00 PM,12/12/2019 04:54:00 PM,10/15/2019,Adoption,,Dog,Spayed Female,1 month,Australian Cattle Dog,White/Brown
A736466,*Sherlock,11/19/2016 11:26:00 AM,11/19/2016 11:26:00 AM,09/04/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A699483,,03/28/2015 08:52:00 AM,03/28/2015 08:52:00 AM,02/28/2015,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black
A422526,Randee,10/31/2013 11:43:00 AM,10/31/2013 11:43:00 AM,10/21/2000,Transfer,Partner,Dog,Neutered Male,13 years,Pekingese,Yellow/Tan
A734307,Olive,09/09/2016 07:29:00 PM,09/09/2016 07:29:00 PM,09/04/2013,Return to Owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
A743846,Pushok,02/18/2017 01:35:00 PM,02/18/2017 01:35:00 PM,02/18/2010,Return to Owner,,Dog,Intact Male,7 years,Samoyed,White
A734453,Lady,09/08/2016 03:47:00 PM,09/08/2016 03:47:00 PM,09/06/2014,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue Tiger
A734722,,09/11/2016 06:37:00 PM,09/11/2016 06:37:00 PM,09/11/2015,Disposal,,Other,Unknown,1 year,Bat Mix,Brown
A779984,,09/09/2018 08:39:00 AM,09/09/2018 08:39:00 AM,09/07/2016,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown
A786429,Aragon,01/27/2019 07:37:00 PM,01/27/2019 07:37:00 PM,12/27/2015,Return to Owner,,Dog,Intact Male,3 years,Boxer/Labrador Retriever,Black/White
A690243,,10/16/2014 06:31:00 PM,10/16/2014 06:31:00 PM,09/24/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A707966,*Maisy,08/04/2015 06:51:00 PM,08/04/2015 06:51:00 PM,04/20/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
A740458,Marshmallow,11/21/2017 11:57:00 AM,11/21/2017 11:57:00 AM,10/20/2010,Return to Owner,,Dog,Spayed Female,7 years,Pit Bull,Blue/White
A709751,*Jonas,09/14/2015 01:32:00 PM,09/14/2015 01:32:00 PM,07/21/2015,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A809749,Tucker,12/08/2019 03:15:00 PM,12/08/2019 03:15:00 PM,12/08/2016,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Cream
A768657,*Dixie,06/09/2018 09:54:00 AM,06/09/2018 09:54:00 AM,03/23/2017,Adoption,Foster,Dog,Spayed Female,1 year,Norfolk Terrier Mix,Black
A675625,Zoe,12/30/2018 11:15:00 AM,12/30/2018 11:15:00 AM,03/30/2012,Rto-Adopt,,Dog,Spayed Female,6 years,Labrador Retriever Mix,Yellow
A687309,,09/07/2014 04:48:00 PM,09/07/2014 04:48:00 PM,05/03/2014,Transfer,Partner,Dog,Neutered Male,4 months,Miniature Poodle Mix,Cream
A766731,Nieko,03/06/2018 12:06:00 PM,03/06/2018 12:06:00 PM,02/15/2017,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Black/White
A795022,,05/29/2019 04:26:00 PM,05/29/2019 04:26:00 PM,04/25/2019,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,White/Brown
A801308,,08/02/2019 06:22:00 PM,08/02/2019 06:22:00 PM,07/18/2019,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray
A744835,,03/12/2017 06:59:00 PM,03/12/2017 06:59:00 PM,01/08/2017,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Tan/White
A697288,Lina,02/21/2015 12:39:00 PM,02/21/2015 12:39:00 PM,02/21/2007,Euthanasia,Medical,Dog,Intact Female,8 years,Australian Cattle Dog,Blue Merle
A730548,,07/13/2016 02:10:00 PM,07/13/2016 02:10:00 PM,07/06/2006,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White
A764456,,01/04/2018 04:25:00 PM,01/04/2018 04:25:00 PM,12/30/2016,Adoption,,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Merle/White
A745157,,03/13/2017 05:13:00 PM,03/13/2017 05:13:00 PM,03/13/2013,Euthanasia,Rabies Risk,Other,Unknown,4 years,Bat Mix,Brown
A778151,*Kid,04/12/2019 06:44:00 PM,04/12/2019 06:44:00 PM,08/09/2015,Adoption,Foster,Dog,Neutered Male,3 years,Pit Bull/Chinese Sharpei,Fawn/White
A681398,,06/17/2014 09:00:00 AM,06/17/2014 09:00:00 AM,06/16/2012,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black
A709364,*Suzy,09/05/2015 07:09:00 PM,09/05/2015 07:09:00 PM,06/23/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A817763,,05/27/2020 01:00:00 PM,05/27/2020 01:00:00 PM,04/10/2020,Return to Owner,,Dog,Intact Male,1 month,Labrador Retriever/Pit Bull,Tan/White
A665155,Winston,10/14/2013 04:22:00 PM,10/14/2013 04:22:00 PM,01/14/2013,Return to Owner,,Dog,Neutered Male,8 months,English Setter Mix,White/Red Tick
A776893,,09/04/2018 08:42:00 AM,09/04/2018 08:42:00 AM,06/29/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A726267,*Demilla,05/15/2016 06:50:00 PM,05/15/2016 06:50:00 PM,05/09/2015,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A677038,*Penny,04/26/2014 01:00:00 PM,04/26/2014 01:00:00 PM,04/22/2012,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Buff
A384027,Dibs,03/16/2019 04:51:00 PM,03/16/2019 04:51:00 PM,11/20/2004,Return to Owner,,Dog,Neutered Male,14 years,Labrador Retriever/Golden Retriever,Brown
A712737,Pepito,10/04/2015 06:19:00 PM,10/04/2015 06:19:00 PM,09/27/2014,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Sable
A702140,*Barkley,06/21/2015 06:44:00 PM,06/21/2015 06:44:00 PM,05/09/2013,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A765220,,01/22/2018 11:12:00 AM,01/22/2018 11:12:00 AM,01/15/2017,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
A760482,Tinkerbell,10/20/2017 12:21:00 PM,10/20/2017 12:21:00 PM,03/30/2008,Return to Owner,,Cat,Spayed Female,9 years,Domestic Longhair Mix,Tortie
A715927,,11/12/2015 01:29:00 PM,11/12/2015 01:29:00 PM,11/10/2015,Transfer,Partner,Other,Unknown,2 days,Rat Mix,Pink
A671025,Cody,10/14/2014 03:45:00 PM,10/14/2014 03:45:00 PM,01/17/2013,Transfer,Partner,Dog,Neutered Male,1 year,Maltese/Miniature Poodle,White/Gray
A729550,Finn,08/11/2016 10:26:00 AM,08/11/2016 10:26:00 AM,05/20/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A681571,,07/07/2014 05:52:00 PM,07/07/2014 05:52:00 PM,05/13/2014,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever/Blue Lacy,Blue/White
A687740,Marlyin,09/14/2014 01:15:00 PM,09/14/2014 01:15:00 PM,09/09/2009,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A807503,,10/29/2019 01:42:00 PM,10/29/2019 01:42:00 PM,10/25/2017,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Gray Tabby
A719869,Queenie,02/02/2016 05:30:00 PM,02/02/2016 05:30:00 PM,02/02/2006,Transfer,Partner,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Tan/White
